 day           1
           1
  0.99976891006068547       0.35818576816104858       0.25734044085401364        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.6963073058859155        5.1837500940311017E-026   4.4053515845048727E-002   4.4546586914430550     
           2
  0.97830499661831594       0.46490695589606629       0.41599938524441210        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.6334506292841575        5.1837500940311017E-026   4.4053515845048727E-002   4.1907824224292352     
           3
  0.97868401531473570       0.45784772627411441       0.39945985589892419        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.6334505126634284        5.1837500940311017E-026   4.4053515845048727E-002   4.1887809099611193     
           4
  0.97868320666810749       0.45782257124628062       0.39927611343010644        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.6334505135812152        5.1837500940311017E-026   4.4053515845048727E-002   4.1887735740396232     
 day           2
           1
  0.97868320666103947       0.45782257092699852       0.39927609074770648        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.6334505135813149        5.1837500940311017E-026   4.4053515845048727E-002   4.1887735739468024     
           2
  0.97196111049284750       0.60590156027863407       0.66946682287294790        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5762679538767497        5.1837500940311017E-026   4.4053515845048727E-002   3.9382523109423704     
           3
  0.97199428833751733       0.59056357261041503       0.61834919000853972        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5762678821725737        5.1837500940311017E-026   4.4053515845048727E-002   3.9357841528738282     
           4
  0.97199237720550602       0.59042559194662625       0.61637838974739201        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5762678859942960        5.1837500940311017E-026   4.4053515845048727E-002   3.9357612962993129     
           5
  0.97199237705564423       0.59042558077926699       0.61637545156253437        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5762678859995294        5.1837500940311017E-026   4.4053515845048727E-002   3.9357612944572837     
 day           3
           1
  0.97199237705564479       0.59042558077926710       0.61637545155600404        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5762678859995298        5.1837500940311017E-026   4.4053515845048727E-002   3.9357612944572837     
           2
  0.97056053302297107       0.75289422518323135       0.86838140446597578        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5242473634804179        5.1837500940311017E-026   4.4053515845048727E-002   3.6951412003410646     
           3
  0.97044845010329417       0.73258639251207780       0.82435104241296897        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5242472598607306        5.1837500940311017E-026   4.4053515845048727E-002   3.6931363567311397     
           4
  0.97044623688337783       0.73232530929498385       0.82291948907073087        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5242472616148710        5.1837500940311017E-026   4.4053515845048727E-002   3.6931098552484096     
           5
  0.97044623651900142       0.73232526612829685       0.82291797258965416        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5242472616163909        5.1837500940311017E-026   4.4053515845048727E-002   3.6931098508672346     
 day           4
           1
  0.97044623651900142       0.73232526612829518       0.82291797258795174        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.5242472616163907        5.1837500940311017E-026   4.4053515845048727E-002   3.6931098508672333     
           2
  0.97105283081267368       0.85875449050781483       0.94701247666047983        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.4769226584437383        5.1837500940311017E-026   4.4053515845048727E-002   3.4634236545733010     
           3
  0.97093982627067910       0.84461214509196503       0.93618737713410805        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.4769225296537556        5.1837500940311017E-026   4.4053515845048727E-002   3.4624233503871831     
           4
  0.97093903199589782       0.84448193791060777       0.93610372498772743        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.4769225298444217        5.1837500940311017E-026   4.4053515845048727E-002   3.4624140059708823     
 day           5
           1
  0.97093903192843556       0.84448192687107670       0.93610371999176156        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.4769225298444355        5.1837500940311017E-026   4.4053515845048727E-002   3.4624140051784940     
           2
  0.97252394939120834       0.91746814418414901       0.98084881276124747        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.4338698052311352        5.1837500940311017E-026   4.4053515845048727E-002   3.2470043079814928     
           3
  0.97242126793287820       0.91136696224246705       0.97944527729235997        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.4338696846486079        5.1837500940311017E-026   4.4053515845048727E-002   3.2466502481625872     
           4
  0.97242114290904180       0.91134237930792905       0.97944389339510884        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.4338696846687906        5.1837500940311017E-026   4.4053515845048727E-002   3.2466488258316937     
 day           6
           1
  0.97242114290703441       0.91134237890876069       0.97944389339376348        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.4338696846687913        5.1837500940311017E-026   4.4053515845048727E-002   3.2466488258085993     
           2
  0.97449085156380211       0.94676062251940207       0.99379576976644501        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3947031791286306        5.1837500940311017E-026   4.4053515845048727E-002   3.0476054315800454     
           3
  0.97438611904937789       0.94456500360500184       0.99365195625650171        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3947030770590352        5.1837500940311017E-026   4.4053515845048727E-002   3.0474907534224678     
           4
  0.97438609912745444       0.94456177375129280       0.99365194180685079        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3947030770611988        5.1837500940311017E-026   4.4053515845048727E-002   3.0474905898723819     
 day           7
           1
  0.97438609912742302       0.94456177374429917       0.99365194180685057        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3947030770611986        5.1837500940311017E-026   4.4053515845048727E-002   3.0474905898720288     
           2
  0.97661217908795872       0.96088638904416623       0.99807899964413060        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3590719993372427        5.1837500940311017E-026   4.4053515845048727E-002   2.8650687809244570     
           3
  0.97650709509213984       0.96006370104527450       0.99806534870971431        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3590719157384878        5.1837500940311017E-026   4.4053515845048727E-002   2.8650271582941156     
           4
  0.97650708597163727       0.96006324047275049       0.99806534857980356        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3590719157387579        5.1837500940311017E-026   4.4053515845048727E-002   2.8650271368573206     
 day           8
           1
  0.97650708597163616       0.96006324047260660       0.99806534857980400        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3590719157387587        5.1837500940311017E-026   4.4053515845048727E-002   2.8650271368573148     
           2
  0.97869091018117482       0.96807744477931634       0.99941428636770535        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3266571570039065        5.1837500940311017E-026   4.4053515845048727E-002   2.6984670176719794     
           3
  0.97859101918391367       0.96771728704007098       0.99941302286036926        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3266570893864311        5.1837500940311017E-026   4.4053515845048727E-002   2.6984482636944320     
 day           9
           1
  0.97859101172890728       0.96771719741049245       0.99941302285926814        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.3266570893864773        5.1837500940311017E-026   4.4053515845048727E-002   2.6984482596521362     
           2
  0.98063741440667418       0.97233985700138514       0.99982247130511270        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.2971683470424997        5.1837500940311017E-026   4.4053515845048727E-002   2.5466124771682908     
           3
  0.98054610995417746       0.97214428744638137       0.99982235579782786        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.2971682927000261        5.1837500940311017E-026   4.4053515845048727E-002   2.5466017664536871     
 day          10
           1
  0.98054610369357886       0.97214426063142800       0.99982235579782097        7343831226.5719175        6.2373748707698273E-014   8.7039700656850675E-024   1.2971682927000372        5.1837500940311017E-026   4.4053515845048727E-002   2.5466017652063582     
           2
