           1           1   631.16370099352957      ---------------------------------------------------
           1           2   3.3199094612125446E-002 ---------------------------------------------------
           1           3   4.5703292512857799E-009 ---------------------------------------------------
           2           1   593.03940549542267      ---------------------------------------------------
           2           2   3.8512752613714812E-002 ---------------------------------------------------
           2           3   1.2020238102282864E-008 ---------------------------------------------------
           3           1   556.18272114965032      ---------------------------------------------------
           3           2   3.4540921160672568E-002 ---------------------------------------------------
           3           3   7.6551543375752394E-009 ---------------------------------------------------
           4           1   520.54937597475043      ---------------------------------------------------
           4           2   3.1003950941447502E-002 ---------------------------------------------------
           4           3   1.9059864546539433E-008 ---------------------------------------------------
           5           1   486.08812139452789      ---------------------------------------------------
           5           2   2.7865908119574109E-002 ---------------------------------------------------
           5           3   3.9919273798130487E-009 ---------------------------------------------------
           6           1   452.75014870835383      ---------------------------------------------------
           6           2   2.5094347420194035E-002 ---------------------------------------------------
           6           3   2.0114715038022481E-009 ---------------------------------------------------
           7           1   420.48881413893713      ---------------------------------------------------
           7           2   2.2659226443824773E-002 ---------------------------------------------------
           7           3   6.5317505703419033E-009 ---------------------------------------------------
           8           1   389.25942402462039      ---------------------------------------------------
           8           2   2.0531744199078061E-002 ---------------------------------------------------
           8           3   6.5117410944339472E-009 ---------------------------------------------------
           9           1   359.01907463681181      ---------------------------------------------------
           9           2   1.8683852750156139E-002 ---------------------------------------------------
           9           3   2.5629603861721072E-010 ---------------------------------------------------
          10           1   329.72654344663840      ---------------------------------------------------
          10           2   1.7087005351410788E-002 ---------------------------------------------------
          10           3   4.0722173048109199E-008 ---------------------------------------------------
          11           1   301.34223180123553      ---------------------------------------------------
          11           2   1.5711773683421346E-002 ---------------------------------------------------
          11           3   1.1559017538227532E-008 ---------------------------------------------------
          12           1   273.82815916477330      ---------------------------------------------------
          12           2   1.4527084913155741E-002 ---------------------------------------------------
          12           3   4.8639124522653418E-008 ---------------------------------------------------
          13           1   247.14800942048893      ---------------------------------------------------
          13           2   1.3500131865143664E-002 ---------------------------------------------------
          13           3   4.3658195766039993E-008 ---------------------------------------------------
          14           1   221.26722803941195      ---------------------------------------------------
          14           2   1.2596686632726109E-002 ---------------------------------------------------
          14           3   6.7012420976994291E-008 ---------------------------------------------------
          15           1   196.15316496901625      ---------------------------------------------------
          15           2   1.1782062873005851E-002 ---------------------------------------------------
          15           3   6.6657270558821807E-008 ---------------------------------------------------
          16           1   171.77525296761837      ---------------------------------------------------
          16           2   1.1022873655940664E-002 ---------------------------------------------------
          16           3   6.7749525753709509E-008 ---------------------------------------------------
          17           1   148.10520371906472      ---------------------------------------------------
          17           2   1.0289775566629225E-002 ---------------------------------------------------
          17           3   9.0538526251117981E-008 ---------------------------------------------------
          18           1   125.11719655754456      ---------------------------------------------------
          18           2   9.5602972795855914E-003 ---------------------------------------------------
          18           3   1.0834059892510468E-007 ---------------------------------------------------
          19           1   102.78802956085930      ---------------------------------------------------
          19           2   8.8217157682896532E-003 ---------------------------------------------------
          19           3   1.0903297239124877E-007 ---------------------------------------------------
          20           1   81.097201035941183      ---------------------------------------------------
          20           2   8.0724832365802867E-003 ---------------------------------------------------
          20           3   1.1765146374867246E-007 ---------------------------------------------------
          21           1   60.026895666554111      ---------------------------------------------------
          21           2   7.3221353359652734E-003 ---------------------------------------------------
          21           3   8.8643553915597805E-008 ---------------------------------------------------
          22           1   39.561860840511585      ---------------------------------------------------
          22           2   6.5888766521949886E-003 ---------------------------------------------------
          22           3   9.2558126183949438E-008 ---------------------------------------------------
          23           1   19.689177373100978      ---------------------------------------------------
          23           2   5.8956907682603324E-003 ---------------------------------------------------
          23           3   8.0028753114846112E-008 ---------------------------------------------------
          24           1  0.39838380501731485      ---------------------------------------------------
          24           2   5.2657289425585146E-003 ---------------------------------------------------
          24           3   3.8872202768744085E-008 ---------------------------------------------------
          25           1   18.321167038848067      ---------------------------------------------------
          25           2   4.7182676687426393E-003 ---------------------------------------------------
          25           3   4.4260079311024360E-008 ---------------------------------------------------
          26           1   36.476087808211830      ---------------------------------------------------
          26           2   4.2663802373405944E-003 ---------------------------------------------------
          26           3   4.4133279501764300E-008 ---------------------------------------------------
          27           1   54.074008707545381      ---------------------------------------------------
          27           2   3.9161805657713508E-003 ---------------------------------------------------
          27           3   6.9854339526882431E-009 ---------------------------------------------------
          28           1   71.121536201302206      ---------------------------------------------------
          28           2   3.6675249729578416E-003 ---------------------------------------------------
          28           3   1.1006555624682844E-008 ---------------------------------------------------
          29           1   87.625018375879407      ---------------------------------------------------
          29           2   3.5157617587577871E-003 ---------------------------------------------------
          29           3   1.1523318082924207E-008 ---------------------------------------------------
          30           1   103.59076164025240      ---------------------------------------------------
          30           2   3.4534810008828038E-003 ---------------------------------------------------
          30           3   9.6740174871344315E-009 ---------------------------------------------------
          31           1   119.02519284912657      ---------------------------------------------------
          31           2   3.4719569045508947E-003 ---------------------------------------------------
          31           3   4.6164117452916941E-009 ---------------------------------------------------
          32           1   133.93497303955058      ---------------------------------------------------
          32           2   3.5623250186144558E-003 ---------------------------------------------------
          32           3   7.0697216078525864E-009 ---------------------------------------------------
          33           1   148.32707193229211      ---------------------------------------------------
          33           2   3.7161297528989314E-003 ---------------------------------------------------
          33           3   1.9123514227655126E-008 ---------------------------------------------------
          34           1   162.20881208918655      ---------------------------------------------------
          34           2   3.9255319015622714E-003 ---------------------------------------------------
          34           3   2.0572774680507715E-008 ---------------------------------------------------
          35           1   175.58788996395546      ---------------------------------------------------
          35           2   4.1833598087009467E-003 ---------------------------------------------------
          35           3   1.1343103823816557E-008 ---------------------------------------------------
          36           1   188.47237988076606      ---------------------------------------------------
          36           2   4.4831165614782681E-003 ---------------------------------------------------
          36           3   1.4234381937016066E-008 ---------------------------------------------------
          37           1   200.87072525674685      ---------------------------------------------------
          37           2   4.8187327862224735E-003 ---------------------------------------------------
          37           3   8.0906070203840920E-010 ---------------------------------------------------
          38           1   212.79172005115726      ---------------------------------------------------
          38           2   5.1845972761906294E-003 ---------------------------------------------------
          38           3   1.9447620528557153E-008 ---------------------------------------------------
          39           1   224.24448307449805      ---------------------------------------------------
          39           2   5.5756202029078085E-003 ---------------------------------------------------
          39           3   4.7512140450027863E-009 ---------------------------------------------------
          40           1   235.23842703076076      ---------------------------------------------------
          40           2   5.9869255654446570E-003 ---------------------------------------------------
          40           3   1.0383332215102984E-008 ---------------------------------------------------
          41           1   245.78322343485684      ---------------------------------------------------
          41           2   6.4140093866565445E-003 ---------------------------------------------------
          41           3   1.5886123821601336E-008 ---------------------------------------------------
          42           1   255.88876506724179      ---------------------------------------------------
